,esm2_pca_0,esm2_pca_1,esm2_pca_2,esm2_pca_3,esm2_pca_4,esm2_pca_5,esm2_pca_6,esm2_pca_7,esm2_pca_8,esm2_pca_9,esm2_pca_10,esm2_pca_11,esm2_pca_12,esm2_pca_13,esm2_pca_14,esm2_pca_15,esm2_pca_16,esm2_pca_17,esm2_pca_18,esm2_pca_19,esm2_pca_20,esm2_pca_21,esm2_pca_22,esm2_pca_23,esm2_pca_24,esm2_pca_25,esm2_pca_26,esm2_pca_27,esm2_pca_28,esm2_pca_29,esm2_pca_30,esm2_pca_31,esm2_pca_32,esm2_pca_33,esm2_pca_34,esm2_pca_35,esm2_pca_36,esm2_pca_37,esm2_pca_38,esm2_pca_39,esm2_pca_40,esm2_pca_41,esm2_pca_42,esm2_pca_43,esm2_pca_44,esm2_pca_45,esm2_pca_46,esm2_pca_47,esm2_pca_48,esm2_pca_49,esm2_pca_50,esm2_pca_51,esm2_pca_52,esm2_pca_53,esm2_pca_54,esm2_pca_55,esm2_pca_56,esm2_pca_57,esm2_pca_58,esm2_pca_59,esm2_pca_60,esm2_pca_61,esm2_pca_62,esm2_pca_63,esm2_pca_64,esm2_pca_65,esm2_pca_66,esm2_pca_67,esm2_pca_68,esm2_pca_69,esm2_pca_70,esm2_pca_71,esm2_pca_72,esm2_pca_73,esm2_pca_74,esm2_pca_75,esm2_pca_76,esm2_pca_77,esm2_pca_78,esm2_pca_79,esm2_pca_80,esm2_pca_81,esm2_pca_82,esm2_pca_83,esm2_pca_84,esm2_pca_85,esm2_pca_86,esm2_pca_87,esm2_pca_88,esm2_pca_89,esm2_pca_90,esm2_pca_91,esm2_pca_92,esm2_pca_93,esm2_pca_94,esm2_pca_95,esm2_pca_96,esm2_pca_97,esm2_pca_98,esm2_pca_99,esm2_pca_100,esm2_pca_101,esm2_pca_102,esm2_pca_103,esm2_pca_104,esm2_pca_105,esm2_pca_106,esm2_pca_107,esm2_pca_108,esm2_pca_109,esm2_pca_110,esm2_pca_111,esm2_pca_112,esm2_pca_113,esm2_pca_114,esm2_pca_115,esm2_pca_116,esm2_pca_117,esm2_pca_118,esm2_pca_119,esm2_pca_120,esm2_pca_121,esm2_pca_122,esm2_pca_123,esm2_pca_124,esm2_pca_125,esm2_pca_126,esm2_pca_127
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY,-0.6787702,-0.945767123,0.4617513370778833,0.20609167757266617,-0.050943321,-0.540098311,0.7303606413207746,-0.380606218,1.907963866343379,1.8840783551322688,0.08663652912523588,-1.441468928,0.242638100419371,-1.373696629,0.561629916114138,-1.364988161,-0.794630227,-0.230191953,0.18115441891352954,-0.815717156,0.21173223180958972,0.9575351920929969,-0.713784345,0.7777937966937423,-1.044363658,-0.429858513,0.35332642561873134,1.5182863355767837,0.6082277314007982,1.1824066638178283,0.3841435360661877,-1.079272117,-0.253974178,-0.081609844,0.6866629093137007,-0.672502061,0.6116168180425469,-1.467401612,0.30283748589163806,-0.676850229,0.003363923212500121,0.2593071673145339,0.8801147516961689,-0.316640164,-0.547014108,-0.072724427,-0.880915266,-1.039354102,-0.001256859,0.14781671426644818,-0.469636473,1.4773864418221956,-0.934436877,-0.521000042,0.049326493041818874,-1.60664079,0.5763765015050224,-0.975966817,0.7211025920724202,1.8865012865415702,0.3850155121354231,-0.12931879,-0.970143254,-0.026058603,1.6977427946037584,1.6293371761102748,-0.342315403,-0.859819541,1.359150481721445,-0.190667703,-1.179666971,-0.588208479,1.3152922950287,0.49857721223669227,1.532162839075107,-0.480844059,-1.432609549,-0.000122473,-0.022864805,0.5530894103743693,-0.206933489,-1.306587791,0.3292893148169195,2.0068956376973697,-1.074905888,0.44041158561867305,0.6798190496960907,0.10051381819587012,-0.165521582,-1.10869188,0.43228427089253313,1.1607957798192272,-0.655468021,-0.151569375,0.4399839228892743,1.494518088786359,-0.823376146,0.5886626035403358,0.39031743886872455,-0.129891244,-0.066290202,0.04927351731890004,0.8159217393073696,-0.343701619,0.8535096303011342,1.06917440450511,-0.596634812,-0.274298503,-0.051480064,0.03550819230904423,0.6177936542045115,-0.982116934,1.5621381961710166,-1.105795158,0.589547439542485,-0.523832218,1.0272934110661687,-0.470875371,0.08080931924986515,1.3300427283102514,0.22303396518264498,1.1372106682250298,-1.181610588,-0.166791906,1.1996433597302343,0.874318863279568,-0.398692407,-2.351224467
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY,-1.137161832,2.136162784466999,0.19853407379510163,0.1481589304345667,0.5904358843128357,-0.166701017,0.2925973449812874,0.523063051431584,-0.956913626,0.0315020036919339,1.0643630409154252,0.0322457527454608,2.0434176209387194,-0.798707275,0.13407899658626704,-0.12874906,-0.522968353,0.18523607007793572,-0.181143346,0.6360729746308588,-0.328776147,-0.151812078,1.1794534675614643,0.33070241146324525,-1.195937292,0.13871341256862035,-0.389201388,-0.15272659,0.048702321930779766,0.3922193260005195,-0.57052015,1.538328956753593,1.0150702670564762,-0.571773118,-0.381377271,1.0876331959864989,0.9720385433107693,0.8455601696427959,1.1396109006323238,-0.575071152,-0.667515387,-0.910825881,1.1095934334527908,-0.155170483,-0.924057806,-1.401966054,-0.377368029,-1.168290742,1.2686783549035539,1.1618532316969814,-0.94327416,-0.132330537,0.900274881578285,0.8633933823807018,-0.412443846,-0.527444209,-0.346835744,0.23209477114955931,-0.681108738,-0.692992941,1.4448863346293752,-0.800752285,-1.458561108,0.2873939812631924,1.1278374874152073,0.5913908722773028,-0.467251756,-0.440850848,0.5703460080609221,0.2647991354249059,0.06721489254095236,-1.188166409,1.916195852927962,-1.268362352,-0.065631663,-0.194134927,-0.436764062,-0.918463223,-0.965758028,-0.404645658,-0.128007994,0.5240694364661286,-0.28795922,0.7065111376247838,-0.941351217,-1.147204813,-0.156629478,0.5859145935719455,-1.303347518,-0.808663275,0.4121030863386182,-1.749475505,-1.642272893,-0.022634474,-0.566014357,-1.055151279,0.6634528952222887,0.4960925572259075,0.8633563846506672,-0.759913346,-0.855768792,0.2097153473866855,0.6628392012843948,1.5818869941742892,-1.189732789,1.2862484998324877,-0.788935385,0.35043082289384037,0.08930280952375136,-0.035740702,0.4156790821555031,-0.370497073,-2.194915026,1.111568151999648,1.0667620350842755,-0.02950882,0.18105696362434312,-0.237399141,-0.546055785,-1.507803304,-0.075879835,-0.206633194,0.19027772361098408,1.1096768454241275,0.43420419229470986,-0.149968415,-1.577496577,-1.043452892
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL,0.835866133762264,0.061620986399066824,-0.572621309,2.905435729716626,-0.646262351,-0.063549445,-0.964106049,-0.590007776,1.2151185409464014,0.5866361468115381,1.1383882740147409,0.3736147063013618,-0.603566145,-1.605897422,0.12853872915793804,-0.498527788,-0.229855859,-0.672718383,0.7281538778516148,0.13048408894135147,-1.678646669,-0.670042429,-1.005092422,2.1005598825687044,1.0886775363383359,0.7694016924135619,-0.961621914,-1.478494711,2.0624363601078666,-1.326760287,-0.074357015,0.8027087510554005,0.08662297066634261,0.20998538167204042,0.4555955830909737,-1.553440825,-0.343223167,0.584536334826594,2.0463662845949706,0.4056857736153712,1.1693259804057348,-0.584466272,0.5282725232935491,-0.819083041,0.9480035777042745,0.07229330173904674,-0.72217728,0.09165719908000243,2.425570593632182,-1.843363584,1.1937862675616522,0.7184725926421093,-0.04166997,0.060985468657145,0.2070070084977423,-0.40311104,-0.967035144,0.7994857169746002,0.16153862223470852,-0.59864811,-1.221745499,0.6287213563698608,1.241721793428888,-0.20732679,0.6876369483758423,-1.007757859,0.029716895796933335,-0.561070486,-0.642672883,0.47109077148018136,0.0947071334742285,-1.824360106,-1.530898929,-0.407652102,0.32941167704162744,1.2247751833324443,0.4857000413225634,0.8722761693160782,0.733816048511389,-1.896756534,0.5904138577207177,0.8562560401389098,-0.522536385,-0.696427968,-1.259032669,-1.557908306,-0.618540191,-0.735223019,-0.917028852,0.18215986082295127,-0.128276647,-1.640728717,0.2734039493469231,0.051126587672759766,-0.621202847,-0.518984877,-0.690796016,0.08468790134467241,-0.116047637,0.7994117024081827,-0.278929464,-1.108033036,1.659370211159701,-0.574890602,-0.293963284,1.1734830578812812,-0.545957955,-1.197422174,1.369329250578046,-0.005554353,-0.500593239,0.09555359673339035,0.7542575890306316,-0.177481375,-0.586521352,-2.037062564,-0.09977325,-0.742228922,0.29725676864278927,0.5581719405461265,0.6350788822417586,0.5959691364526742,0.5082928410343134,0.6346712508783908,-1.210168745,-1.395162599,-0.120573976,1.7012998395236534
KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY,-0.741766981,2.0505078053701777,-0.58332581,-1.000586699,0.9056678341546917,0.1347857657302909,0.48115646825086394,-0.814693952,0.3735437547771328,0.5023116116546884,-0.176438028,0.3906179157878771,-0.162014623,0.6947853740657378,-0.314014055,-0.598288446,-0.076887055,-0.026410348,-1.43903775,0.13558893363506536,-0.13859409,-0.579920822,0.2533762201425855,-0.139023119,-0.450944354,0.26222044388368376,-1.287147965,-0.144394109,0.06452224341828817,-0.541488147,0.07196006194029632,-0.724071151,0.4796507365400908,0.9311920830610225,0.08311904126759433,-0.366820325,0.8193655325037907,0.853313828006162,0.8263342757934936,0.0680857292517808,0.2493959914441204,-0.530484344,0.13409178646759226,0.024646368265565693,-0.177983171,-0.272247685,0.21088153372458213,-0.108930033,1.0374146482927238,-0.377598973,1.0572580267920926,0.3575499654578094,-0.342115135,-0.200662705,-0.503477223,0.19454468797961977,0.2609916432352774,0.078816093752455,-0.066072046,0.3755939696276871,-1.065699698,-0.27857305,-0.462827286,0.6871047278296559,-0.576029893,0.37410587348378727,0.12653006008416232,-0.473393077,-0.580565664,-0.81437917,0.27638866209405777,0.8565900735320857,0.1249405363940376,-0.202107107,0.6041115028437642,0.0639971391558449,0.01664885228867619,-0.417830755,0.07179598246758796,-0.172218873,0.1003619171167232,-0.460561491,-0.68118649,-0.713746475,0.07293953993867744,-1.362185382,0.20148699108168788,-0.343253648,0.5805066078543878,0.6758938782420034,0.19992731787170037,-0.200020349,0.03852956808277228,0.4908351584725891,0.3837663742519504,-0.070450811,-0.539994749,-0.300004646,-0.527893646,-0.115002303,0.46583028869208776,0.5688515296128469,-0.076200075,-0.22802946,-0.166650147,0.1820059296879395,-0.123180533,0.31722870832330174,-0.184702518,0.12457231695531176,0.15147082247480734,-0.306475779,-0.206917895,-0.05012342,-0.51552719,-0.643017659,0.12773994236357983,0.8978069934460144,0.13329543174543684,-0.397451309,0.05976701199755649,0.013528817350283686,0.4520624746731581,-0.141685219,0.2534750937128714,0.3428305197549105,-0.422066945,0.4281193004472903
KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY,1.4298873999850472,-0.353051085,-0.753156517,2.905022288633497,0.10939865252292896,-0.065583177,-0.274407664,-0.46739504,1.5189291590015925,0.16293954556767778,0.4757171364314614,1.9126621737199803,-0.323265012,-1.012292244,0.2646962548869794,0.7692237814780463,-0.402692821,-0.024445834,0.11268846492132978,0.004686966806989288,0.4683554947116961,-1.829518402,-0.447543183,2.355954028474161,-0.001975555,-0.011639553,-0.911717229,-0.007517776,3.1738608727716833,-2.427467647,-0.287348533,-0.621754053,0.2696690837946264,0.5384713626299422,-1.093165271,0.20550447148675016,-0.689542731,1.7098633597614412,1.4413165417396587,0.8240046568443653,0.5391218814972696,-0.028643876,1.0471149357568346,-1.27441887,-0.883449105,0.18245621227830994,-0.295243501,0.890459959344278,2.0601545613145746,-1.008673484,1.1873626842818943,1.3225695351274274,0.49634468821386385,0.9111337906361389,0.2623353969430033,0.08136006369658334,-0.306132928,-0.411065332,0.16273812003017554,-0.344343401,-0.416233711,1.2197952322568406,-0.470628004,1.1909142372807193,1.5170010908577307,-0.567080402,1.0877101444090722,0.8736002133922459,-0.184746377,-1.015360848,-0.279431027,-0.938789574,1.417864867926289,0.1170954296325286,-0.415211442,-0.080160356,-2.133742212,-0.292775077,0.29633526474235894,0.9799361151373351,-0.061865954,0.23995537117825413,1.1471681668040867,-0.444215993,0.30644817682960884,1.2997947361635924,-1.104783939,-1.519806897,-1.285672604,-1.862179682,-0.212941831,-0.28287579,-0.593023296,1.7486580075831948,-0.298352276,0.7582734641832158,2.1708174681895036,-1.172415147,-0.771484753,1.0521759794537668,0.3156010266124246,0.30995014094207846,0.9705356214249969,0.24257897493250904,-0.534067949,1.5914903080698781,-0.324277852,1.0969991687826437,1.542734177809427,-0.820650451,-1.28259035,0.18618438777355467,1.6491926653965094,-1.814648646,-2.220083496,-0.755023921,0.5000223964037558,1.9767034637259084,0.36540005787304103,2.1509216082252887,-0.154805753,0.014121640496849502,-0.368683591,-0.412023704,-1.310446644,-1.448027423,0.5423906658476233,0.9166799244195885
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY,-0.36309297,1.7411109439719399,-1.09526756,0.4800953726185691,0.2204221606225167,0.76935933658965,0.5353068459550439,-1.323671135,-0.399563222,-0.148070869,-0.906844363,-0.594358603,0.011787251639250089,0.3669323435663127,-0.781218009,0.086181454695528,1.139171376332669,0.2800878633107965,-0.887358638,-0.064273661,-0.324113131,0.12315035516486782,0.3963185206324577,-0.416158515,-0.935666228,0.16420683674410064,-0.786185023,0.38918610491224626,-0.752662607,-0.182518936,0.8047790408415214,-0.159486165,0.338453784371127,0.5483137514789013,0.23423027980551553,-0.660534321,1.80578360686601,0.5265438774860934,0.22752840925097753,-0.451690314,0.03794602153057397,0.5187764629261148,0.1526057947648517,0.2275592489923902,0.03721398001508613,-0.107992867,-0.010497845,-0.124127458,0.07726881054042573,0.4236492558264841,-0.837709616,0.34209860187146474,-0.071643967,-0.121369153,-0.13286935,0.341978906414271,0.8106596572975681,0.4999737094267037,0.2185770020741735,1.1489103305113444,-0.425404585,0.2944402174960985,-0.270160417,-0.593093956,-0.272670668,0.5811067317628755,0.10156387674400666,0.8201000373360664,0.8486147407543342,-0.135600044,0.33505741941995015,0.100904068135017,0.09424857649178614,0.3379719159754241,-0.680956277,0.49387556527056725,1.1613821009423415,1.0647432016111733,0.37309649136776735,-0.307375147,-0.029039609,0.7692448668607388,-0.762050493,-0.718198074,0.937195146996973,0.2926353577205901,-0.43046004,-0.950056669,-0.001051441,0.21365465789236962,-0.83991501,-0.788070295,0.06357059434230995,1.019169418992272,-0.127008214,-0.089736223,-0.258696627,0.3599032092450492,-0.381794024,0.8490104018432076,-0.555394236,0.15601572187525606,-0.252954304,-0.610279186,0.3714393626350743,0.6404010043721433,-0.40417301,0.0251727098399663,0.46870198976107474,0.5269677760618328,0.1010654873564341,0.2710749248113195,0.36374225451020636,-0.677887048,-0.110244945,-0.911396442,0.1459125414110793,0.8357279319034463,0.19156042394792594,0.2224342109133108,-0.338627,0.7723482333902442,0.15098913238718373,0.2160380402814906,-0.935819257,-0.058353568,-0.475681479,-0.339961879
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K_SIGNALING_PATHWAY,-0.36309297,1.7411109439719399,-1.09526756,0.4800953726185691,0.2204221606225167,0.76935933658965,0.5353068459550439,-1.323671135,-0.399563222,-0.148070869,-0.906844363,-0.594358603,0.011787251639250089,0.3669323435663127,-0.781218009,0.086181454695528,1.139171376332669,0.2800878633107965,-0.887358638,-0.064273661,-0.324113131,0.12315035516486782,0.3963185206324577,-0.416158515,-0.935666228,0.16420683674410064,-0.786185023,0.38918610491224626,-0.752662607,-0.182518936,0.8047790408415214,-0.159486165,0.338453784371127,0.5483137514789013,0.23423027980551553,-0.660534321,1.80578360686601,0.5265438774860934,0.22752840925097753,-0.451690314,0.03794602153057397,0.5187764629261148,0.1526057947648517,0.2275592489923902,0.03721398001508613,-0.107992867,-0.010497845,-0.124127458,0.07726881054042573,0.4236492558264841,-0.837709616,0.34209860187146474,-0.071643967,-0.121369153,-0.13286935,0.341978906414271,0.8106596572975681,0.4999737094267037,0.2185770020741735,1.1489103305113444,-0.425404585,0.2944402174960985,-0.270160417,-0.593093956,-0.272670668,0.5811067317628755,0.10156387674400666,0.8201000373360664,0.8486147407543342,-0.135600044,0.33505741941995015,0.100904068135017,0.09424857649178614,0.3379719159754241,-0.680956277,0.49387556527056725,1.1613821009423415,1.0647432016111733,0.37309649136776735,-0.307375147,-0.029039609,0.7692448668607388,-0.762050493,-0.718198074,0.937195146996973,0.2926353577205901,-0.43046004,-0.950056669,-0.001051441,0.21365465789236962,-0.83991501,-0.788070295,0.06357059434230995,1.019169418992272,-0.127008214,-0.089736223,-0.258696627,0.3599032092450492,-0.381794024,0.8490104018432076,-0.555394236,0.15601572187525606,-0.252954304,-0.610279186,0.3714393626350743,0.6404010043721433,-0.40417301,0.0251727098399663,0.46870198976107474,0.5269677760618328,0.1010654873564341,0.2710749248113195,0.36374225451020636,-0.677887048,-0.110244945,-0.911396442,0.1459125414110793,0.8357279319034463,0.19156042394792594,0.2224342109133108,-0.338627,0.7723482333902442,0.15098913238718373,0.2160380402814906,-0.935819257,-0.058353568,-0.475681479,-0.339961879
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY,-1.133432305,-1.342661308,0.08941348174357558,1.0615256301838998,-0.272552376,0.6633964729701551,1.0687683632876435,-1.567262424,0.0772864289424482,1.0816028731165228,-1.370624208,-2.691713993,1.2889939798227386,-0.977412723,-0.600409793,0.023609233154619876,-0.165896531,-0.201487551,0.20260590823644775,-0.723949321,0.4400785769669501,0.6049774209480768,-0.446797654,-0.240765265,-0.965025133,-0.626625262,0.9954631875324481,1.6409459629731455,-0.901439105,0.10863240022576875,0.17525741164743394,-0.76991316,-0.604129408,-0.519460345,0.06648250568495705,-1.517509401,0.3907431118520042,0.07477075706802343,0.09008338259158084,-0.276678455,-0.277857304,1.1028547933939727,-0.613674523,0.06674555287397574,-0.08303471,0.03591133815574615,-0.833810922,-0.222696573,0.16862369830803944,0.8892386649479828,0.7204757773152051,1.1082073911595298,0.7487000119376402,0.6452273728224213,0.48871876501212264,-2.156440855,0.2049193075264843,0.18742319478864203,0.41805076423390525,0.8364000307909458,-0.465839801,0.44218731847660814,-0.212303963,0.947032988794201,0.28697630407995156,1.397470825759345,-0.383570237,-1.595925935,0.5842100341797247,-1.603987006,0.7266109726100908,-0.226154219,0.6699123090947409,-0.258065787,1.027342438774698,-0.922535554,-0.752045953,1.2582858234647558,-0.463773909,-0.53819382,-0.130160265,0.08137692258080419,0.9341216165166789,0.032544020214387445,-1.283441644,0.0238013773314875,0.33242685809890565,-0.23076944,-0.161423383,0.005783489366503293,0.1769314777661139,0.45918655591637725,-0.698660434,-0.808802592,-0.028105894,0.7087973411105747,-0.320178114,-0.266425406,-0.942518778,0.4904007888143311,-0.399605433,0.5851529727926471,1.5955403071654366,-0.071193817,-0.777346901,1.0249251402525401,0.44209488028891303,0.19559825019738056,0.09261532797917406,0.08250695209697809,-0.349145381,-0.179035526,0.93591697528863,-0.748646376,0.2138171006578213,0.9185220531546078,0.267562807737836,0.7042841411027997,-0.082853819,-0.117399755,-0.350337432,0.21197930793568034,-0.679374379,1.1864065453322763,0.6388651404030893,0.667824578549329,-0.767231707,1.6241913184007841
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_PI3K_SIGNALING_PATHWAY,-0.223251668,1.4883511587696838,-0.460005869,-0.408290356,0.16685993696477286,-0.238365394,-0.143489287,-0.081621639,0.7146459917780857,0.542537514370328,-0.452607903,0.11076540806920172,-0.908314492,0.8086234487146302,-0.533434896,-1.255041296,-0.175006317,-0.001569209,-1.057517266,-0.066904364,-1.307521688,0.06977578749116192,0.3456267457205218,0.20014149657128202,-0.784647245,0.44683008308807687,-0.364389827,1.5610644687371455,0.45739350154500275,0.10922153786764122,-0.34952755,-0.118160443,-0.483582917,0.1191331881732134,0.4263783891681182,-0.489531928,1.1821899742174367,-0.642779072,0.8018363158852637,-0.334740637,-0.103034807,-0.732084182,-0.615153258,0.9924707716446156,-0.137509448,-0.786203135,0.2882978353572676,0.6083284231523816,-0.094662559,-0.51556197,-0.22402201,0.9666046726016925,0.6134173549479223,-0.214906626,-0.03176349,1.0830616246087874,0.5516251000136675,-0.523841638,-0.361354752,0.9429201502952592,-0.347743616,0.582771063467341,-0.674644905,0.1227535726966349,0.09623082163323897,0.8953408602547263,0.4802898487176946,0.8676015353906156,0.9221241625356182,-0.265400012,-0.636296518,0.4123597018268952,0.1979605720843683,-1.085147056,0.8883262291662575,-0.122843238,0.867853500545551,-1.205760145,0.3139421061690237,0.5714936254136279,0.6152766785155214,0.2562382030344567,-0.921488353,0.3413161688055253,0.546059215398038,0.6460241988970475,-0.600988955,0.20842245396681464,1.3860019494061842,-0.677433273,0.3184928482753162,-1.226595786,0.5630548949739888,-0.283440965,1.3221148607904138,0.34139921034171716,0.19635051692055291,0.3842779509191911,-1.047137308,0.48745372044465685,-0.227759356,0.7689609563227725,-0.659307516,0.8921274533797549,-0.124945491,-0.534318015,0.44088680149366194,-0.007911399,-0.126720232,-0.196349943,0.8724368314860242,-1.257364885,0.7895726277910636,0.6202888502816569,-1.17174385,0.023114303979119077,0.29404252662208596,0.09548054342987988,1.4989427360707674,0.7293596953214295,-0.889093272,-0.207302013,0.3695092691528387,-0.232408502,-0.461913464,1.0203631709376633,-0.457774602,-0.377307554
KEGG_MEDICUS_VARIANT_AMPLIFIED_MET_TO_PI3K_SIGNALING_PATHWAY,-0.079180013,1.8863071360909203,-0.612425415,-0.265694218,0.42607962223530826,0.8460499364964219,-0.128796025,-0.364884972,1.5282505812395788,1.329671563645775,0.5742460606879609,0.6937796365294032,0.7287841833644493,0.14880549809026017,0.7789402747280741,-0.167338545,0.4338069009213782,-0.012128184,-1.417044905,-0.519407053,0.8626449291340499,0.1996021032243411,0.5357161321885131,-0.271625938,-0.995010494,-0.301903842,-0.9780295,-1.105894458,-0.142327699,0.21136245406485352,0.6680246440129621,-0.750304478,0.7146956998788715,2.3178775673013847,0.3271312621052849,-0.740868811,0.1352782308738562,0.7742595954076921,-0.451453699,-0.625124379,-0.110537,-0.810641151,0.5874401570554174,0.797159269329134,-0.524789096,0.09740805665018788,-0.671549103,-0.101347652,-0.131171733,-0.085886123,0.8811297936387096,0.7055928807850076,0.19903175749299623,0.9839979428747276,-1.381416043,1.4197987533698075,-0.67174136,0.4464978746385335,0.7761830257585152,1.1848822482854655,0.06557074428879184,0.5954858342760776,-0.918409394,0.00012388089294067584,-1.880656453,1.0950591977625916,0.29210451805807847,-0.724309289,1.2398391094330439,0.5931428121995743,-0.270610903,0.9256916614240305,0.43543425097727806,0.5359551988778603,-0.787908857,0.16747245360538637,1.2999178295983647,0.10937003968116853,0.8288981883102595,0.7034509570088621,0.34253128174226993,-0.333095701,0.26184683933510916,-0.002136691,1.2872773193790934,0.7672005007869895,0.5220507739700704,0.37449575149738035,1.1205811979186888,-0.056613833,-0.021283303,0.23278584131739796,1.0608559696319437,-0.498346441,-0.527838824,-0.714759025,-0.078028357,0.6551357664391297,-0.371803008,-0.06011182,-0.933506335,0.5459671070073044,-0.163903231,0.527196746497956,-0.19939937,-0.367497311,-0.431192606,1.1758222048418048,-0.284481977,0.6840453323756598,0.6278376866726457,-0.729111329,0.5421668540252935,0.17838038348696128,0.4080327869696527,0.6231058411802711,-1.028450732,0.17521161494538587,0.9192346953416135,0.35516983860703677,-0.033654762,-0.341788568,0.8767164401868367,-0.296868451,-0.478135268,0.7709980357987031,-0.051431061,0.38178257937610216
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PI3K_SIGNALING_PATHWAY,-0.203357449,1.6742326183001495,-0.399471176,-0.655230382,0.1363356056748597,0.170329332577058,-0.193019167,-0.131785849,1.0443355088408508,1.2195435369542662,-0.120304104,0.15620295626155642,-0.28468855,1.0004086520817599,-0.412424151,-1.051653715,-0.273456515,-0.577942257,-1.682489875,-0.413344054,-0.926684948,0.15191585985502284,0.08910497915478724,-0.055860394,-0.709999913,-0.438828004,-1.048977357,1.057163612365924,0.38983488765242935,0.10729431474494561,1.1926155973493395,-0.21031729,-0.116570754,0.6963289029135379,0.44014591200108044,-0.278117268,0.33979132903891723,-0.042197874,0.5254148690462972,-0.566952405,0.09217123441628856,-0.471525599,0.2303049297691,0.6708788913582138,-0.562897584,0.017573708502630632,-0.430559794,-0.936678559,0.45895452959842353,-0.403677514,-0.264714007,1.0788618985422591,-0.519513995,-1.114102902,-0.226139717,0.5431786427383626,0.651376901393404,-0.837883668,-0.663999261,1.110663698798089,0.3330021569807167,-0.604177613,-0.248052463,0.36250038986987027,0.06188113161747187,0.07732192509596789,-0.26021572,0.6148900265092268,0.20822557463680139,0.021459555705037412,-0.831986376,0.24325646252130262,0.19144643302144407,0.5939306024094118,1.2609573962672056,-1.11737527,0.4138606583962964,-0.164684174,0.39856628495378565,0.6438416893544227,-0.228580614,0.21647579992969154,-0.331403726,1.2482131083053472,0.5396430915605934,0.015538997329853125,0.26925099972919553,-0.116059094,0.6291376560468351,0.9413511354288939,0.6081107217356646,0.5165049867003989,-0.410466692,-0.601097783,0.33875881664146723,-0.134297398,0.979335002854962,-0.132038193,-0.045112396,-0.353431364,0.1961820369444945,1.0138857417179752,-0.260906059,0.2670101585715941,-0.690382101,0.19150032885471213,-0.812884083,0.08552190805221023,0.11606613652302453,-0.460752469,-0.544861565,0.09411715985491918,0.3226993493010115,0.33667185822830553,-0.470755023,-0.006805622,-0.916114552,-0.133201724,0.46767851018027673,-0.179423958,-0.228733259,0.6437215763208662,0.25031464044637525,-0.165176372,-1.013927283,0.003450812874324864,-1.000745466,0.5561926238410043
